,Feature,Pearson Coefficent Selector,Logistic Regression Selector,Random Forest Selector,Extra Tree Selector,Chi-2 Selector,Forward Feature Selector,Backward Feature Selector,Mutual Info Selector,Factor Analysis Selector,PCA selector,Total
75,HRV_IQRNN,False,False,False,False,False,False,False,False,False,False,0
76,HRV_IALS,False,False,False,False,False,False,False,False,False,False,0
77,HRV_HFn,False,False,False,False,False,False,False,False,False,False,0
78,HRV_FuzzyEn,False,False,False,False,False,False,False,False,False,False,0
79,HRV_CVSD,False,False,False,False,False,False,False,False,False,False,0
80,HRV_CVI,False,False,False,False,False,False,False,False,False,False,0
81,HRV_CSI_Modified,False,False,False,False,False,False,False,False,False,False,0
82,HRV_CD,False,False,False,False,False,False,False,False,False,False,0
83,HRV_C1d,False,False,False,False,False,False,False,False,False,False,0
84,HRV_C1a,False,False,False,False,False,False,False,False,False,False,0
85,ECG_Rate_Mean,False,False,False,False,False,False,False,False,False,False,0
